au_id,au_tl,au_ar,au_sh,sh_ar,date,cit,bio,incrp
2632,Abū al-Ḥasan ʿAlī b. Saʿīd al-Rajrajī (t. after 633 H),أبو الحسن علي بن سعيد الرجراجي (ت بعد ٦٣٣هـ),"al-Rajrājī, ʿAlī b. Saʿīd","الرجراجي، علي بن سعيد",633,-,-,-
2634,"Bahram b. ʿAbd Allāh b. ʿAbd al-ʿAzīz b. ʿUmar b. ʿAwad, Abū al-Baqāʾ, Tāj al-Dīn al-Salammī al-Damīrī al-Dimyāṭī al-Mālīkī (t. 805 H)","بهرام بن عبد الله بن عبد العزيز بن عمر بن عوض، أبو البقاء، تاج الدين السلمي الدَّمِيرِيّ الدِّمْيَاطِيّ المالكي (ت ٨٠٥هـ)",Bahrām al-Damīrī,بهرام الدميري,805,-,-,-
2635,"Muḥammad b. al-Ḥasan b. ʿUbayd Allāh b. Madhhaj al-Zubaīdī al-Andalusī al-Ishbīlī, Abū Bakr (t. 379 H)","محمد بن الحسن بن عبيد الله بن مذحج الزبيدي الأندلسي الإشبيلي، أبو بكر (ت ٣٧٩هـ)","al-Zubaydī, Abū Bakr","الزبيدي، أبو بكر",379,-,-,-
2636,Muḥammad b. ʿAbd al-Raḥman b. Muḥammad b. Aḥmad b. al-Taqī Sulaymān b. Ḥamza al-Maqdisī thumma al-Ṣāliḥī Nāṣir al-Dīn al-maʿrūf biʾ Ibn Zuraq (t. 803 H),محمد بن عبد الرحمن بن محمد بن أحمد بن التقي سليمان بن حمزة المقدسي ثم الصالحي ناصر الدين المعروف بابن زريق (ت ٨٠٣هـ),Ibn Zurayq,ابن زريق,803,-,-,-
2643,Abū Zayd ʿUbayd Allāh b. ʿUmar b. ʿĪsā al-Dabusī al-Ḥanafī (t. 430 H),أبو زيد عبيد الله بن عمر بن عيسى الدبوسي الحنفي (ت ٤٣٠ هـ),Abū Zayd al-Dabūsī,أبو زيد الدبوسي,430,-,-,-
2646,Muḥammad b. ʿAlī b. Muḥammad b. ʿAlī b. ʿAbd al-Raḥman al-Ḥanafī al-Ḥuṣkafī (t. 1088 H),محمد بن علي بن محمد بن علي بن عبد الرحمن الحنفي الحصكفي (ت ١٠٨٨ هـ),ʿAlāʾ al-Dīn al-Ḥaṣkafī,علاء الدين الحصكفي,1088,-,-,-
2649,"Yaʿīsh b. ʿAlī b. Yaʿīsh Ibn Abī al-Sarāyā Muḥammad b. ʿAlī, Abū al-Baqāʾ, Muwafaq al-Dīn al-Asadī al-Maṣlūlī, al-maʿrūf biʾ Ibn Yaʿīsh wa-Baʾibn al-Ṣāniʿ (t. 643 H)","يعيش بن علي بن يعيش ابن أبي السرايا محمد بن علي، أبو البقاء، موفق الدين الأسدي الموصلي، المعروف بابن يعيش وبابن الصانع (ت ٦٤٣هـ)",Ibn Yaʿīsh,ابن يعيش,643,-,-,-
2650,Ḥamdān b. ʿUthmān Khūjah (t. 1255 H),حمدان بن عثمان خوجة (ت ١٢٥٥هـ),Ḥamdān Khūja,حمدان خوجة,1255,-,-,-
2651,Muḥammad Sulaymān al-Mansūrfūrī (t. 1348 H),محمد سليمان المنصورفوري (ت ١٣٤٨هـ),Muḥammad Sulaymān al-Manṣūrfūrī,محمد سليمان المنصورفوري,1348,-,-,-
2652,Aḥmad Bāy b. Muḥammad al-Sharīf b. Aḥmad al-Qallī (t. 1850 M),أحمد باي بن محمد الشريف بن أحمد القلي (ت ١٨٥٠ م),Aḥmad Bāy,أحمد باي,1266,-,-,-
2653,"Yaʿqūb b. ʿAbd al-Wahb al-Baḥsīn, al-ustādh al-musāhmir bi-Qism Uṣūl al-Fiqh bi-Jāmiʿat al-Imām Muḥammad b. Saʿūd al-Islāmiyya","يعقوب بن عبد الوهاب الباحسين، الأستاذ المشارك بقسم أصول الفقه بجامعة الإمام محمد بن سعود الإسلامية",Yaʿqūb al-Bāḥusayn,يعقوب الباحسين,1443,-,-,-
2654,"Aḥmad b. Muḥammad b. ʿAlī al-Anṣārī, Abū al-ʿAbbās, Najm al-Dīn, al-maʿrūf biʾ Ibn al-Rafiʿa (t. 710 H)","أحمد بن محمد بن علي الأنصاري، أبو العباس، نجم الدين، المعروف بابن الرفعة (ت ٧١٠هـ)",Ibn al-Rifʿa,ابن الرفعة,710,-,-,-
2655,Al-Sharīf Muḥammad b. Aḥmad b. Muḥammad b. Abī Mūsā al-Hashimī (t. 428 H),الشريف محمد بن أحمد بن محمد بن أبي موسى الهاشمي (ت ٤٢٨ هـ),Abū ʿAlī b. Abī Mūsā al-Hāshimī,أبو علي بن أبي موسى الهاشمي,428,-,-,-
2656,"Muḥammad b. Yūsuf b. ʿAlī b. Saʿīd, Shams al-Dīn al-Karmānī (t. 786 H)","محمد بن يوسف بن علي بن سعيد، شمس الدين الكرماني (ت ٧٨٦هـ)","al-Kirmānī, Shams al-Dīn","الكرماني، شمس الدين",786,-,-,-
2658,Sirāj al-Dīn ʿUmar b. Ibrāhīm b. Najīm al-Ḥanafī (t. 1005 H),سراج الدين عمر بن إبراهيم بن نجيم الحنفي (ت ١٠٠٥هـ),Sirāj al-Dīn b. Nujaym,سراج الدين ابن نجيم,1005,-,-,-
2659,"Yūsuf b. Muḥammad b. Masʿūd b. Muḥammad al-ʿAbbādī al-ʿAqīlī, Jamāl al-Dīn al-Sirmarrī (t. 776 H)","يوسف بن محمد بن مسعود بن محمد العبادي العقيلي، جمال الدين السرمري (ت ٧٧٦هـ)",al-Sarmarī,السرمري,776,-,-,-
2664,Abū Isḥāq Ibrāhīm b. Abī al-Ḥasan al-Fahri al-maʿrūf biʾ al-Bunsī (t. 651 H),أبو إسحاق إبراهيم بن أبي الحسن الفهري المعروف بالبونسي (٦٥١هـ),al-Būnasī,البونسي,651,-,-,-
2666,Abū al-Qāsim ʿUmar b. Thābit al-Thamānīnī (t. 442 H),أبو القاسم عمر بن ثابت الثمانيني (ت ٤٤٢هـ),al-Thumānīnī,الثمانيني,442,-,-,-
2667,Abū al-Ḥusayn Aḥmad b. Muḥammad b. Aḥmad b. Jaʿfar al-Qaddūrī al-Ḥanafī al-Baghdādī (t. 428 H),أبو الحسين أحمد بن محمد بن أحمد بن جعفر القدوري الحنفي البغدادي (ت ٤٢٨ هـ),al-Qudūrī,القدوري,428,-,-,-
2668,"ʿĪsā b. ʿAbd al-ʿAzīz b. Yallabkht al-Jazūlī al-Barbarī al-Murākshī, Abū Mūsā (t. 607 H)","عيسى بن عبد العزيز بن يَلَلْبَخْت الجزولي البربري المراكشي، أبو موسى (ت ٦٠٧هـ)","al-Jazūlī, Abū Mūsā","الجزولي، أبو موسى",607,-,-,-
2670,Muḥammad al-Khaḍir b. Sayyid ʿAbd Allāh b. Aḥmad al-Jaknī al-Shanqīṭī (t. 1354 H),محمَّد الخَضِر بن سيد عبد الله بن أحمد الجكني الشنقيطي (ت ١٣٥٤هـ),Muḥammad al-Khiḍr al-Shanqīṭī,محمد الخضر الشنقيطي,1354,-,-,-
2672,,,al-Afwah al-Awdī,الأفوه الأودي,-61,-,-,-
2675,Abū ʿAbd Allāh al-Ḥusayn b. ʿAlī b. Ṭalḥa al-Rajrajī al-Shawshāwī (t. 899 H),أبو عبد الله الحسين بن علي بن طلحة الرجراجي الشوشاوي (ت ٨٩٩ هـ),al-Ḥusayn al-Shūshāwī,الحسين الشوشاوي,899,-,-,-
2676,ʿAbd al-Bāqī b. Yūsuf b. Aḥmad al-Zarqānī al-Miṣrī (t. 1099 H),عبد الباقي بن يوسف بن أحمد الزرقاني المصري (ت ١٠٩٩هـ),"al-Zarqānī, ʿAbd al-Bāqī","الزرقاني، عبد الباقي",1099,-,-,-
2683,Muḥammad Qadrī Bāshā [t. 1306 H],محمد قدري باشا [ت ١٣٠٦ هـ],Muḥammad Qadrī Bāshā,محمد قدري باشا,1306,-,-,-
2684,"Abū Muḥammad, ʿAbd Allāh b. Jaʿfar b. Muḥammad b. Durusṭawīh Ibn al-Marzabān (t. 347 H)","أَبُو محمد، عبد الله بن جعفر بن محمد بن دُرُسْتَوَيْه ابن المرزبان (ت ٣٤٧هـ)",Ibn Durustawayh,ابن درستويه,347,-,-,-
2685,"ʿAlī b. Anjib b. ʿUthmān b. ʿAbd Allāh Abū Ṭālib, Tāj al-Dīn Ibn al-Sāʿi (t. 674 H)","علي بن أنجب بن عثمان بن عبد الله أبو طالب، تاج الدين ابن السَّاعي (ت ٦٧٤هـ)",Ibn al-Sāʿī,ابن الساعي,674,-,-,-
2686,Yaḥyā b. Saʿīd b. Yaḥyā al-Anṭākī (t. 458 H),يحيى بن سعيد بن يحيى الأنطاكي (ت ٤٥٨هـ),"al-Anṭākī, Yaḥyā b. Saʿīd","الأنطاكي، يحيى بن سعيد",458,-,-,-
2716,Abū Yūsuf Medḥat b. Ḥasan Āl Farāj al-Miṣrī (t. 1435 H),أبو يوسف مدحت بن حسن آل فراج المصري (ت ١٤٣٥هـ),Midḥat Āl Faraj,مدحت آل فراج,1435,-,-,-
2735,Ibrāhīm b. Muḥammad b. Ḥusayn al-ʿAlī al-Shiblī al-Janīnī (t. 1425 H),إبراهيم بن محمد بن حسين العلي الشبلي الجنيني (ت ١٤٢٥هـ),Ibrāhīm al-ʿAlī,إبراهيم العلي,1425,-,-,-
2741,Basmām al-ʿAsalī,بسام العسلي,Bassām al-ʿAsalī,بسام العسلي,1439,-,-,-
2749,"Muḥammad b. Sālim b. Naṣrallāh b. Sālim Ibn Wāṣil, Abū ʿAbd Allāh al-Māzānī al-Tamīmī al-Ḥamwī, Jamāl al-Dīn (t. 697 H)","محمَّد بن سالم بن نصرالله بن سالم ابن واصل، أبو عبد الله المازني التميمي الحموي، جمال الدين (ت ٦٩٧ هـ)",Ibn Wāṣil,ابن واصل,697,-,-,-
2760,"Shams al-Dīn, Aḥmad b. Qūdar, al-maʿrūf biʾ Qāḍī Zāde Afandī, Qāḍī ʿAskar Rūmullī (t. 988 H)","شمس الدين، أحمد بن قودر، المعروف بقاضي زاده أفندي، قاضي عسكر رومللي (ت ٩٨٨ هـ)",Qāḍī Zāda,قاضي زاده,988,-,-,-
2761,Ṣārim al-Dīn Ibrāhīm b. Muḥammad b. Aidmar al-ʿAlāʾī al-Qāhiri al-malaqab biʾ Ibn Duqmāq (t. 809 H),صارم الدين إبراهيم بن محمد بن أيدمر العلائي القاهري الملقب بابن دُقْماق (ت ٨٠٩ هـ),"Ibn Duqmāq, Ṣārim al-Dīn","ابن دقماق، صارم الدين",809,-,-,-
2762,Al-Ḥasan b. Abī Muḥammad ʿAbd Allāh b. ʿUmar b. Ḥasān b. ʿAbd al-Karīm al-Hāshimī al-ʿAbbāsī al-Ṣafadī (t. after 717 H),الحسَن بن أبي محمّد عبد الله بن عمر بن محاسن بن عبد الكريم الهَاشِمِي العبّاسي الصَّفَدِي (ت بعد ٧١٧ هـ),al-ʿAbbāsī al-Ṣafadī,العباسي الصفدي,717,-,-,-
2776,"ʿAlī b. Ibrāhīm b. Saʿīd, Abū al-Ḥasan al-Ḥawfī (t. 430 H)","علي بن إبراهيم بن سعيد، أبو الحسن الحوفي (ت ٤٣٠ هـ)",al-Ḥūfī,الحوفي,430,-,-,-
2783,"Aḥmad Bābā b. Aḥmad b. al-Faqīh al-Ḥāj Aḥmad b. ʿUmar b. Muḥammad al-Tikrūrī al-Tanbakṭī al-Sūdānī, Abū al-ʿAbbās (t. 1036 H)","أحمد بابا بن أحمد بن الفقيه الحاج أحمد بن عمر بن محمد التكروري التنبكتي السوداني، أبو العباس (ت ١٠٣٦ هـ)","al-Tunbuktī, Aḥmad Bābā","التنبكتي، أحمد بابا",1036,-,-,-
2787,"Abū Bashar, al-Yamān b. Abī al-Yamān al-Bandunījī, (t. 284 H)","أبو بشر، اليمان بن أبي اليمان البَندنيجي، (ت ٢٨٤ هـ)",al-Bandanījī,البندنيجي,284,-,-,-
2808,Muḥammad b. ʿAbd al-Ḥaqq al-Yafarnī (t. 625 H),محمد بن عبد الحق اليفرني (٦٢٥ هـ),"al-Yafrānī, Muḥammad b. ʿAbd al-Ḥaqq","اليفرني، محمد بن عبد الحق",625,-,-,-
2809,"Aḥmad b. Muḥammad al-Amīn b. Aḥmad b. al-Mukhtār al-Maḥaḍarī, thumma al-Ibrāhīmī, thumma al-Jaknī al-Shanqīṭī (t. 1434 H)","أحمد بن محمد الأمين بن أحمد بن المختار المحضريّ، ثم الإبراهيمي، ثم الجكنيّ الشنقيطي (ت ١٤٣٤ هـ)",Aḥmad b. Muḥammad al-Shanqīṭī,أحمد بن محمد الشنقيطي,1434,-,-,-
2824,Aḥmad b. ʿAbd al-Raḥman b. Muḥammad al-Bannā al-Sāʿātī (t. 1378 H),أحمد بن عبد الرحمن بن محمد البنا الساعاتي (ت ١٣٧٨ هـ),Aḥmad al-Bannā al-Sāʿātī,أحمد البنا الساعاتي,1378,-,-,-
2828,Aḥmad b. ʿAbd Allāh b. Aḥmad al-Baʿlī (1108 H),أحمد بن عبد الله بن أحمد البعلي (١١٠٨,Aḥmad b. ʿAbd Allāh al-Baʿlī,أحمد بن عبد الله البعلي,1189,-,-,-
2829,Abū Ḥafṣ ʿUmar b. Khalaf b. Makī al-Ṣaqlī al-Naḥwī al-Lughawī (t. 501 H),أبو حفص عمر بن خلف بن مكي الصقلي النحوي اللغوي (ت ٥٠١ هـ),Ibn Makkī,ابن مكي,501,-,-,-
2865,ʿAlī b. Ismāʿīl al-Abīārī (t. 616 H),علي بن إسماعيل الأبياري (ت ٦١٦ هـ),"al-Abyārī, ʿAlī b. Ismāʿīl","الأبياري، علي بن إسماعيل",616,-,-,-
2882,Ibn al-Qūṭiyya (t. 367 H),ابن القوطية (ت ٣٦٧ هـ),"Ibn al-Qūṭiyya, Abū Bakr","ابن القوطية، أبو بكر",367,-,-,-
2899,Abū al-Qāsim Zayd b. ʿAlī al-Fārisī (t. 467 H),أبو القاسم زيد بن علي الفارسيّ (ت ٤٦٧ هـ),Abū al-Qāsim al-Fārisī,أبو القاسم الفارسي,467,-,-,-
2925,Yaḥyā b. ʿAlī b. Muḥammad b. Ibrāhīm al-Ḥaḍramī al-maʿrūf biʾ Ibn al-Ṭaḥān (?),يحيى بن علي بن محمد بن إبراهيم الحضرمي المعروف بابن الطحان (؟,Ibn al-Ṭaḥḥān,ابن الطحان,416,-,-,-
2927,ʿUthmān b. ʿAbd Allāh b. Jāmiʿ al-Ḥanbalī (...),عثمان بن عبد اللَّه بن جامع الحنبلي (. . .,ʿUthmān b. Jāmiʿ,عثمان ابن جامع,1240,-,-,-
2928,Abū al-ʿAbbās Aḥmad b. ʿUmar b. Ibrāhīm al-Qurṭabī (578 H),أبو العباس أحمد بن عمر بن إبراهيم القرطبي (٥٧٨,Abū al-ʿAbbās al-Qurṭubī,أبو العباس القرطبي,656,-,-,-
2932,Shams al-Dīn Abū Bakr Muḥammad b. ʿAbd Allāh b. Aḥmad Ibn al-Muḥibb al-Maqdisī al-Ḥanbalī al-malaqab biʾ al-Ṣāmiṭ (712 H),شمس الدين أبو بكر محمد بن عبد الله بن أحمد ابن المحب المقدسي الحنبلي الملقب بالصامت (٧١٢,Ibn al-Muḥibb al-Ṣāmit,ابن المحب الصامت,789,-,-,-
2935,"Ṣāliḥ b. ʿAbd al-ʿAzīz b. ʿAlī Āl ʿUthaymīn al-Ḥanbalī madhhabān, al-Najdī al-Qaṣīmī al-Buradī (1320 H)","صالح بن عبد العزيز بن علي آل عثيمين الحنبلي مذهبا، النجدي القصيمي البُرَدِي (١٣٢٠ هـ",Ṣāliḥ b. ʿAbd al-ʿAzīz Āl ʿUthaymīn,صالح بن عبد العزيز آل عثيمين,1410,-,-,-
2936,Muḥammad b. Rasūl al-Barzanajī al-Ḥusaynī (1040 H),محمد بن رسول البرزنجي الحسيني (١٠٤٠ هـ,al-Barzanjī,البرزنجي,1103,-,-,-
2942,Badr al-Dīn Abū al-Faḍl Muḥammad b. Abī Bakr al-Asadī al-Shāfiʿī Ibn Qāḍī Shahba (798 H),بدر الدين أبو الفضل محمد بن أبي بكر الأسدي الشافعي ابن قاضي شهبة (٧٩٨,Badr al-Dīn b. Qāḍī Shuhba,بدر الدين ابن قاضي شهبة,874,-,-,-
2944,Abū al-ʿAbbās Aḥmad b. Muḥammad al-Maknāsī al-Shahīr biʾ Ibn al-Qāḍī (960 H),أبو العبّاس أحمد بن محمّد المكناسى الشّهير بابن القاضى (٩٦٠,"Ibn al-Qāḍī, al-Maknāsī","ابن القاضى، المكناسى",1025,-,-,-
2947,Abū Muḥammad ʿAbd al-Munʿim b. ʿAbd al-Raḥīm al-maʿrūf biʾ «Ibn al-Faras al-Andalusī» (t. 597 H),أبو محمد عبد المنعم بن عبد الرحيم المعروف «بابن الفرس الأندلسي» (ت ٥٩٧ هـ),Ibn al-Faras,ابن الفرس,599,-,-,-
2948,Al-ʿAlāʾ Muḥammad b. ʿAbd al-Ḥamīd al-Asmandī (552 H),العلاء محمد بن عبد الحميد الأسمندي (٥٥٢ هـ),al-ʿAlāʾ al-Usmandī,العلاء الأسمندي,552,-,-,-
2949,ʿUthmān b. al-Makī al-Tawazrī al-Zubaīdī,عثمان بن المكي التوزري الزبيدي,ʿUthmān b. al-Makkī al-Tūzarī,عثمان بن المكي التوزري,1350,-,-,-
2965,Al-Dr. Fuʾād Sizkin,الدكتور فؤاد سزكين,Fuat Sezgin,فؤاد سزكين,1439,-,-,-
2970,Muḥammad b. ʿAbd Allāh b. Ḥamīd al-Najdī thumma al-Makī (1236 H),محمد بن عبد الله بن حميد النجدي ثم المكي (١٢٣٦,Ibn Ḥumayd,ابن حميد,1295,-,-,-
2971,ʿAbd al-Qādir b. Muḥammad b. Muḥammad Sālim al-Majlisī al-Shanqīṭī al-Mālīkī al-Ashʿarī (t. 1337 H),عبد القادر بن محمد بن محمد سالم المجلسي الشنقيطي المالكي الأشعري (ت ١٣٣٧ هـ),ʿAbd al-Qādir al-Majlisī,عبد القادر المجلسي,1337,-,-,-
2972,Ibn al-Tilmasānī ʿAbd Allāh b. Muḥammad ʿAlī Sharaf al-Dīn Abū Muḥammad al-Fahri al-Miṣrī (t. 644 H),ابن التلمساني عبد الله بن محمد علي شرف الدين أبو محمد الفهري المصري (ت ٦٤٤ هـ),Ibn al-Tilimsānī,ابن التلمساني,644,-,-,-
2977,Ibrāhīm b. Muḥammad b. ʿArabshāh ʿIsām al-Dīn al-Ḥanafī (t. 943 H),إبراهيم بن محمد بن عربشاه عصام الدين الحنفي (ت: ٩٤٣ هـ),al-ʿIṣām al-Isfarāyīnī,العصام الأسفراييني,945,-,-,-
2988,"ʿAbd al-Muʾmin b. ʿAbd al-Ḥaqq, Ibn Shamāʾil al-Qaṭīʿī al-Baghdādī, al-Ḥanbalī, Ṣafī al-Dīn (t. 739 H)","عبد المؤمن بن عبد الحق، ابن شمائل القطيعي البغدادي، الحنبلي، صفيّ الدين (ت ٧٣٩هـ)",Ṣafī al-Dīn ʿAbd al-Muʾmin al-Quṭayʿī,صفي الدين عبد المؤمن القطيعي,739,-,-,-
2990,ʿIsām al-Dīn ʿUthmān b. ʿAlī b. Murād al-ʿAmrī (1134 H),عصام الدين عثمان بن علي بن مراد العمري (١١٣٤,ʿIṣām al-Dīn al-ʿUmarī,عصام الدين العمري,1193,-,-,-
3011,,,Ibn Abī Kāhil,ابن أبي كاهل,60,-,-,-
3015,"Al-Shaykh Aḥmad b. al-Nīnī, Wazīr al-Shuʾūn al-Islāmiyya wa-al-Taʿlīm al-Aṣlī «sābiqan»","الشيخ أحمد بن النيني، وزير الشئون الإسلامية والتعليم الأصلي «سابقًا»",Muḥammad b. Sālim al-Majlisī,محمد بن سالم المجلسي,1302,-,-,-
3016,,,ʿĀmir b. al-Ṭufayl,عامر بن الطفيل,11,-,-,-
3018,,,Qays b. al-Khaṭīm,قيس بن الخطيم,-1,-,-,-
3019,,,Laylā al-Akhīliyya,ليلى الأخيلية,81,-,-,-
3020,,,al-Ḥārith b. Ḥilliza,الحارث بن حلزة,-51,-,-,-
3023,Taqī al-Dīn Abū Bakr b. ʿAbd Allāh b. Qāḍī ʿAjlūn al-Dimashqī al-Shāfiʿī (814 H),تقي الدين أبو بكر بن عبد الله بن قاضي عجلون الدمشقي الشافعي (٨١٤,Ibn Qāḍī ʿAjlūn,ابن قاضي عجلون,928,-,-,-
3024,ʿUmar b. ʿUthmān b. al-ʿAbbās al-Jarasīfī,عمر بن عثمان بن العباس الجرسيفي,ʿUmar b. ʿUthmān al-Karsīfī,عمر بن عثمان الكرسيفي,1214,-,-,-
3025,Bahjat ʿAbd al-Wāḥid Ṣāliḥ,بهجت عبد الواحد صالح,Bahjat ʿAbd al-Wāḥid Ṣāliḥ,بهجت عبد الواحد صالح,1437,-,-,-
3026,Badr al-Dīn Abū Muḥammad ʿAbd Allāh Ibn al-Imām al-ʿAllām Abī ʿAbd Allāh Muḥammad b. Farḥūn al-Madani Raḥmatullāh ʿalayhi,بدر الدين أبو محمد عبد الله ابن الإمام العلامة أبي عبد الله محمد بن فرحون المدني رحمةُ الله عليه,"Ibn Farḥūn, Badr al-Dīn","ابن فرحون، بدر الدين",769,-,-,-
3027,Abū ʿAbd Allāh Shams al-Dīn Muḥammad b. Ibrāhīm b. Khalīl al-Tattāʾī al-Mālīkī (000 H),أبو عبد اللَّه شمس الدين محمد بن إبراهيم بن خليل التتائي المالكي (٠٠٠,al-Tatāʾī,التتائي,942,-,-,-
3029,Albert Ḥūrānī (t. 1413 H),ألبرت حوراني (ت ١٤١٣ هـ),Albert Hourani,ألبرت حوراني,1413,-,-,-
3030,ʿAbd Allāh b. al-Ṭayyib b. ʿAbd Allāh b. al-Ṭayyib b. Muḥammad b. Aḥmad b. Muḥammad al-Majdhūb (t. 1426 H),عبد الله بن الطيب بن عبد الله بن الطيب بن محمد بن أحمد بن محمد المجذوب (ت ١٤٢٦ هـ),ʿAbd Allāh al-Ṭayyib al-Majdhūb,عبد الله الطيب المجذوب,1424,-,-,-
3031,Najīb al-ʿAqīqī (t. 1402 H),نجيب العقيقي (ت ١٤٠٢ هـ),Najīb al-ʿAqīqī,نجيب العقيقي,1402,-,-,-
3032,Gustāv Lūbon,غوستاف لوبون,Gustave Le Bon,غوستاف لوبون,1350,-,-,-
3034,Aḥmad b. Muḥammad b. Aḥmad b. Ḥamad al-Manquūr (t. 1125 H),أحمد بن محمد بن أحمد بن حمد المنقور (ت ١١٢٥ هـ),Aḥmad al-Manqūr,أحمد المنقور,1125,-,-,-
3035,Rashīd Aḥmad al-Kankūhī (t. 1323 H),رشيد أحمد الكنكوهي (ت ١٣٢٣ هـ),Rashīd al-Kankūhī,رشيد الكنكوهي,1323,-,-,-
